Result,Goals For,Goals Against,Date,gameid,Team,Opponent,Player,Position,TOI,Goals,iXG,Assists,Primary Assists,Secondary Assists,Shot Attempts,Shots,Slot Shots,Rush Chances,Cycle Chances,Forecheck Chances,Rebound Chances,OZ Pass Attempts,Successful OZ Passes,Slot Pass Completions,Total Stretch Pass Attempts,Successful Stretch Pass Attempts,Scoring Chances Generated,Controlled Exits,Controlled Entries,OZ Time of Possession,Pct of Play in OZ,Pct of Play in DZ,Overall Contested LPR Recovery Rate,Player Goals Against,Shot Attempts Against,Shots Against,Slot Attempts Against,Slot Shots Against,OZ Pass Attempts Against,Successful OZ Passes Against,Successful Slot Passes Against,Rush Chances Against,Cycle Chances Against,Forecheck Chances Against,Rebound Chances Against,Penalties Taken,Penalties Drawn,xGF WOI,xGA WOI,xGF%
L,3,4,27/5/2021,48268,MTL,TOR,Marie-Philip Poulin,F,26.26,1,0.62,0,0,0,6,5,1,0,0,0,0,37,27,7,1,1,8,5,6,1.29,0.51,0.301,0.538,2,19,11,12,7,65,49,5,5,2,4,2,0,1,2.48,1.504,0.622
L,3,4,27/5/2021,48268,MTL,TOR,Kristin O'Neill,F,9.42,0,0.108,0,0,0,2,1,0,0,0,0,0,10,6,1,1,0,1,6,4,0.17,0.5,0.276,0.2,2,8,6,4,4,15,10,1,3,0,0,1,1,0,1.078,0.806,0.572
L,3,4,27/5/2021,48268,MTL,TOR,Ann-Sophie Bettez,F,14.53,0,0.374,0,0,0,5,4,3,1,0,1,0,7,5,1,0,0,4,5,1,0.2,0.37,0.383,0,0,10,6,5,4,31,16,0,2,1,0,1,0,0,1.225,0.438,0.736
L,3,4,27/5/2021,48268,MTL,TOR,Rebecca Leslie,F,12.42,1,0.067,0,0,0,4,3,1,1,0,0,0,5,3,1,0,0,2,8,3,0.21,0.366,0.419,0.333,1,10,6,7,4,34,19,3,4,1,1,0,0,1,0.469,0.894,0.344
L,3,4,27/5/2021,48268,MTL,TOR,Emily Clark,F,21.49,0,0.095,1,1,0,3,2,0,0,0,0,0,22,12,0,0,0,0,7,4,0.48,0.447,0.378,0.167,2,18,14,15,13,74,51,10,6,7,2,1,1,1,1.984,1.867,0.515
L,3,4,27/5/2021,48268,MTL,TOR,Jessie Eldridge,F,16.21,0,0.721,1,1,0,8,5,4,0,4,3,0,25,16,2,2,1,6,3,1,0.3,0.558,0.25,0.333,1,11,6,7,5,16,8,0,3,1,2,1,1,0,1.203,0.827,0.593
L,3,4,27/5/2021,48268,MTL,TOR,Sarah Lefort,F,16.53,0,0.774,1,0,1,5,2,2,0,2,0,0,16,12,0,2,2,2,1,0,0.25,0.497,0.316,0.333,2,10,8,8,8,40,23,5,4,3,0,1,0,0,1.674,1.232,0.576
L,3,4,27/5/2021,48268,MTL,TOR,Alexandra Labelle,F,15.41,0,0.182,0,0,0,3,1,0,1,1,1,0,7,4,0,0,0,0,3,2,0.13,0.424,0.353,0,0,9,3,5,3,26,12,0,3,1,0,0,0,0,1.255,0.552,0.695
L,3,4,27/5/2021,48268,MTL,TOR,Catherine Dubois,F,4.44,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.01,0.472,0.317,0,1,6,5,4,3,16,12,2,3,0,1,0,1,0,0.12,0.563,0.176
W,4,3,27/5/2021,48268,TOR,MTL,Brianne Jenner,F,27.46,0,0.079,0,0,0,2,0,0,1,1,0,0,16,11,1,0,0,1,2,5,0.42,0.352,0.46,0.167,2,29,17,15,8,104,69,11,4,5,3,0,0,3,1.695,2.04,0.454
W,4,3,27/5/2021,48268,TOR,MTL,Sarah Nurse,F,21.15,0,0.185,1,1,0,5,1,1,1,0,0,0,14,10,1,2,2,2,2,4,0.35,0.358,0.451,0.286,1,19,11,10,5,93,66,6,1,6,3,0,2,1,1.549,1.557,0.499
W,4,3,27/5/2021,48268,TOR,MTL,Natalie Spooner,F,22.28,1,0.88,0,0,0,6,5,4,3,1,1,0,12,6,1,1,0,5,8,11,0.3,0.359,0.455,0.4,1,23,16,14,9,93,64,10,2,7,3,0,0,0,1.269,2.174,0.369
W,4,3,27/5/2021,48268,TOR,MTL,Loren Gabel,F,14.27,0,0.226,0,0,0,7,6,5,1,1,1,0,10,6,0,1,1,5,7,1,0.27,0.484,0.289,0.2,1,7,6,5,4,23,14,1,2,0,1,0,0,1,1.196,0.463,0.721
W,4,3,27/5/2021,48268,TOR,MTL,Jamie Lee Rattray,F,17.13,1,0.543,0,0,0,2,2,2,2,0,0,0,18,12,2,1,0,4,4,5,0.39,0.347,0.445,0.8,1,18,13,9,7,47,32,8,4,1,2,0,1,0,1.526,0.895,0.63
W,4,3,27/5/2021,48268,TOR,MTL,Victoria Bach,F,15.57,1,0.585,0,0,0,7,6,6,3,3,2,0,9,7,1,0,0,7,7,6,0.43,0.479,0.317,1,0,8,6,2,1,24,11,0,2,0,0,0,1,1,1.303,0.133,0.908
W,4,3,27/5/2021,48268,TOR,MTL,Brittany Howard,F,13.14,0,0.445,0,0,0,4,2,2,1,1,1,2,15,11,2,0,0,4,0,2,0.37,0.529,0.269,0.5,0,6,5,0,0,16,8,0,0,0,0,0,1,0,1.314,0.05,0.963
W,4,3,27/5/2021,48268,TOR,MTL,Nicole Kosta,F,13.44,1,0.226,0,0,0,2,2,2,1,1,1,0,7,5,1,0,0,3,0,1,0.13,0.389,0.392,0,0,7,5,3,2,42,20,0,0,1,1,0,0,0,0.654,0.339,0.659
W,4,3,27/5/2021,48268,TOR,MTL,Shannon Stewart,F,4.16,0,0.104,0,0,0,1,1,1,0,0,0,1,1,1,0,0,0,1,2,0,0.05,0.245,0.493,0,0,2,2,1,1,19,13,0,0,0,1,0,0,0,0.126,0.031,0.802
W,4,3,27/5/2021,48268,TOR,MTL,Kristen Richards,F,7.37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.26,0.513,0,1,11,10,6,5,26,17,2,4,0,1,0,0,0,0.126,0.508,0.199
W,4,3,27/5/2021,48268,TOR,MTL,Kayla Vespa,F,8.53,0,0.246,0,0,0,1,0,0,1,0,0,0,5,3,0,0,0,0,2,0,0.08,0.341,0.456,0,0,10,7,6,5,24,14,7,2,0,2,0,0,0,0.528,0.707,0.428
W,4,3,27/5/2021,48268,TOR,MTL,Madison Field,F,6.4,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,1,0,0.05,0.342,0.376,0,0,4,4,2,2,15,9,1,0,0,1,0,0,0,0.361,0.107,0.772
L,3,4,28/5/2021,48269,CAL,MTL,Rebecca Johnston,F,23.08,1,0.647,1,1,0,11,6,6,4,3,0,0,28,19,1,1,1,7,9,5,1.15,0.473,0.361,0.3,1,20,11,15,8,59,33,4,5,2,4,0,0,0,1.624,1.125,0.591
L,3,4,28/5/2021,48269,CAL,MTL,Blayre Turnbull,F,24.17,1,0.318,2,1,1,6,3,2,3,1,0,0,23,16,4,0,0,6,5,9,0.46,0.474,0.345,0.261,1,20,11,14,7,58,34,4,5,2,3,0,0,1,1.805,1.106,0.62
L,3,4,28/5/2021,48269,CAL,MTL,Hanna Bunton,F,20.28,0,0.117,0,0,0,2,1,1,0,0,0,1,14,7,0,0,0,1,6,5,0.24,0.397,0.417,0.167,1,21,13,16,10,53,32,8,4,6,4,0,1,0,1.525,1.692,0.474
L,3,4,28/5/2021,48269,CAL,MTL,Rhianna Kurio,F,17.45,0,0.181,0,0,0,2,1,1,1,1,0,1,12,6,0,1,0,1,4,2,0.18,0.333,0.48,1,2,23,14,16,11,70,39,7,6,3,3,1,0,0,0.855,2.124,0.287
L,3,4,28/5/2021,48269,CAL,MTL,Kaitlin Willoughby,F,6.57,0,0.017,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0.06,0.286,0.48,0,1,12,5,6,3,22,19,5,3,2,1,1,0,1,0.035,0.85,0.04
L,3,4,28/5/2021,48269,CAL,MTL,Iya Gavrilova,F,11.2,0,0.028,0,0,0,1,1,1,1,0,0,0,4,2,1,0,0,2,1,2,0.09,0.202,0.569,0.333,1,21,11,12,8,49,35,6,3,6,3,1,1,1,0.126,1.416,0.082
L,3,4,28/5/2021,48269,CAL,MTL,Laura Dostaler,F,12.32,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,3,1,0.13,0.295,0.483,0.143,0,17,9,8,5,49,35,7,1,4,3,0,0,0,0.096,0.621,0.134
L,3,4,28/5/2021,48269,CAL,MTL,Sarah Potomak,F,26.45,1,1.219,0,0,0,10,7,7,5,2,1,4,17,10,1,0,0,8,6,9,0.46,0.452,0.379,0.333,2,21,14,13,9,74,46,8,3,6,1,1,0,1,2.273,1.846,0.552
L,3,4,28/5/2021,48269,CAL,MTL,Samantha Cogan,F,19.16,0,0.138,0,0,0,3,1,0,0,0,1,0,9,5,1,0,0,1,4,2,0.24,0.362,0.435,0.25,0,16,8,10,5,57,34,8,3,4,1,0,0,0,1.622,1.496,0.52
L,3,4,28/5/2021,48269,CAL,MTL,Alexandra Poznikoff,F,13.01,0,0,0,0,0,0,0,0,0,0,0,0,8,4,0,0,0,0,3,2,0.24,0.327,0.43,0.4,2,20,10,9,6,36,24,6,2,2,3,1,0,1,0.05,1.227,0.039
W,4,3,28/5/2021,48269,MTL,CAL,Laura Stacey,F,21.08,0,0.784,2,1,1,8,5,5,2,0,2,0,20,6,0,1,1,5,5,5,1.04,0.464,0.368,0.667,3,23,11,14,9,56,34,4,8,6,0,1,0,0,2.384,1.131,0.678
W,4,3,28/5/2021,48269,MTL,CAL,Jill Saulnier,F,21.11,0,0.39,1,0,1,4,3,2,1,1,0,0,12,6,2,2,1,4,5,8,0.39,0.443,0.388,0.25,0,12,6,4,3,67,41,2,1,2,0,2,1,0,1.785,0.646,0.734
W,4,3,28/5/2021,48269,MTL,CAL,Marie-Philip Poulin,F,24.23,1,0.423,1,1,0,5,4,3,2,1,1,0,31,26,3,0,0,6,7,9,1.1,0.496,0.366,0.529,1,25,11,16,9,74,46,3,7,7,1,2,0,2,2.265,1.408,0.617
W,4,3,28/5/2021,48269,MTL,CAL,Kristin O'Neill,F,12.4,1,0.391,0,0,0,6,4,3,2,0,1,1,6,5,0,0,0,3,4,2,0.2,0.491,0.278,0.3,0,8,6,4,3,21,10,1,2,0,1,2,0,1,1.642,0.421,0.796
W,4,3,28/5/2021,48269,MTL,CAL,Rebecca Leslie,F,12.31,0,0.373,0,0,0,8,3,1,3,0,0,0,10,5,2,0,0,3,5,7,0.2,0.395,0.339,0.333,0,10,6,8,4,30,18,3,3,0,2,3,0,0,0.534,0.808,0.398
W,4,3,28/5/2021,48269,MTL,CAL,Emily Clark,F,23.2,0,0.16,1,1,0,3,3,1,0,1,0,0,17,9,1,0,0,2,4,4,0.48,0.475,0.339,0,3,21,11,14,9,52,28,5,9,4,1,2,1,0,1.864,1.267,0.595
W,4,3,28/5/2021,48269,MTL,CAL,Jessie Eldridge,F,18.4,1,0.815,1,1,0,13,8,5,2,3,2,0,18,11,3,1,1,8,6,4,0.39,0.497,0.31,0.25,0,10,4,3,2,30,10,0,3,0,0,1,0,0,1.759,0.357,0.831
W,4,3,28/5/2021,48269,MTL,CAL,Sarah Lefort,F,15.43,0,0.061,0,0,0,3,0,0,0,1,1,0,10,7,3,1,1,3,5,3,0.23,0.382,0.397,0,1,15,7,7,6,53,31,2,5,2,0,2,0,0,0.726,1.096,0.398
W,4,3,28/5/2021,48269,MTL,CAL,Alexandra Labelle,F,18.4,1,0.948,0,0,0,5,4,4,0,3,1,1,17,9,2,1,1,6,4,2,0.3,0.469,0.309,0.5,0,12,5,8,4,27,14,3,5,0,1,1,1,0,1.798,0.917,0.662
W,4,3,28/5/2021,48269,MTL,CAL,Catherine Dubois,F,6.25,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0.01,0.319,0.445,0,0,9,5,7,4,18,11,2,3,1,1,1,1,0,0.034,0.78,0.042
W,3,2,29/5/2021,48270,CAL,TOR,Rebecca Johnston,F,24.17,0,0.468,2,2,0,6,5,4,1,0,0,1,23,16,2,1,0,6,8,6,1.09,0.342,0.461,0.455,0,29,16,18,12,109,76,9,3,8,2,3,0,1,1.772,1.607,0.524
W,3,2,29/5/2021,48270,CAL,TOR,Blayre Turnbull,F,24.32,1,0.318,1,0,1,4,4,3,1,2,0,1,24,18,3,1,0,6,6,8,1.06,0.337,0.485,0.636,0,37,21,24,16,107,78,10,7,8,2,5,1,0,1.736,2.115,0.451
W,3,2,29/5/2021,48270,CAL,TOR,Hanna Bunton,F,20.58,0,0.035,0,0,0,4,3,0,0,0,0,0,10,8,1,0,0,1,2,4,0.38,0.336,0.49,0,2,34,16,16,11,89,60,5,3,7,4,2,0,0,0.481,1.505,0.242
W,3,2,29/5/2021,48270,CAL,TOR,Rhianna Kurio,F,15.08,0,0.019,0,0,0,2,1,0,0,0,0,0,2,1,0,0,0,0,1,3,0.15,0.311,0.504,0.125,1,35,17,15,9,60,42,7,5,5,1,3,0,0,0.27,1.494,0.153
W,3,2,29/5/2021,48270,CAL,TOR,Kaitlin Willoughby,F,12.08,0,0.029,0,0,0,1,1,0,0,0,0,0,3,1,0,0,0,0,3,2,0.13,0.343,0.457,0.5,0,14,4,5,3,44,26,0,2,1,0,1,0,0,0.078,0.479,0.141
W,3,2,29/5/2021,48270,CAL,TOR,Iya Gavrilova,F,10.18,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,1,0,0,4,1,0.03,0.356,0.406,0,0,14,6,6,5,24,12,1,2,1,0,0,0,0,0.32,0.688,0.317
W,3,2,29/5/2021,48270,CAL,TOR,Laura Dostaler,F,11.01,0,0.005,0,0,0,1,0,0,0,0,0,0,7,5,0,0,0,0,3,0,0.15,0.372,0.436,0.25,0,17,6,10,6,29,17,2,3,2,0,1,0,0,0.114,0.801,0.125
W,3,2,29/5/2021,48270,CAL,TOR,Sarah Potomak,F,27.5,2,0.946,1,0,1,5,5,4,2,1,1,1,13,11,2,0,0,6,7,3,0.34,0.369,0.44,0.455,0,35,20,22,15,108,71,8,1,10,5,3,0,0,1.971,1.857,0.515
W,3,2,29/5/2021,48270,CAL,TOR,Samantha Cogan,F,20.19,0,0.02,0,0,0,2,1,0,0,0,0,0,9,6,0,1,1,0,4,4,0.19,0.329,0.476,0.4,1,32,14,14,8,88,66,6,5,5,3,3,0,0,0.381,1.207,0.24
W,3,2,29/5/2021,48270,CAL,TOR,Alexandra Poznikoff,F,17.29,0,0.15,0,0,0,3,1,1,1,0,0,0,8,5,0,0,0,1,4,3,0.29,0.348,0.463,0.25,1,30,16,16,12,68,50,8,3,6,2,3,0,3,0.19,1.584,0.107
L,2,3,29/5/2021,48270,TOR,CAL,Brianne Jenner,F,21.58,0,0.262,0,0,0,5,3,2,0,2,1,0,20,10,0,0,0,2,4,3,0.35,0.562,0.253,0.25,2,11,9,8,6,42,29,5,4,3,0,2,0,0,2.142,1.32,0.619
L,2,3,29/5/2021,48270,TOR,CAL,Sarah Nurse,F,24.26,0,0.814,1,1,0,16,8,7,2,6,2,1,23,17,3,0,0,10,8,7,0.51,0.499,0.314,0.111,0,25,8,7,4,55,39,2,1,1,1,1,0,1,2.483,0.785,0.76
L,2,3,29/5/2021,48270,TOR,CAL,Natalie Spooner,F,21.18,0,0.426,0,0,0,6,6,5,1,1,0,0,11,7,2,0,0,7,2,1,0.29,0.529,0.303,0.167,0,18,11,4,4,53,39,3,0,1,0,1,0,0,1.946,0.578,0.771
L,2,3,29/5/2021,48270,TOR,CAL,Loren Gabel,F,12.32,0,0.357,0,0,0,7,2,1,1,1,1,1,9,7,0,1,1,1,0,3,0.26,0.453,0.352,0.167,2,9,8,5,5,23,10,1,2,0,1,1,0,0,0.744,0.895,0.454
L,2,3,29/5/2021,48270,TOR,CAL,Jamie Lee Rattray,F,21.03,1,0.802,0,0,0,12,7,5,2,4,1,2,32,19,4,0,0,9,10,11,1.12,0.537,0.277,0.6,2,11,9,8,6,45,29,5,4,3,0,2,0,0,2.038,1.32,0.607
L,2,3,29/5/2021,48270,TOR,CAL,Victoria Bach,F,17.45,0,0.177,1,1,0,3,2,2,1,0,0,0,20,11,1,1,1,3,7,9,1.08,0.5,0.303,0.2,0,17,4,6,3,25,14,0,1,1,1,1,0,0,1.134,0.634,0.641
L,2,3,29/5/2021,48270,TOR,CAL,Brittany Howard,F,16.39,0,0.241,0,0,0,4,2,2,1,0,0,0,20,15,1,0,0,3,3,2,0.52,0.475,0.341,0.222,1,15,4,6,3,27,14,0,1,1,2,0,0,1,1.144,0.455,0.715
L,2,3,29/5/2021,48270,TOR,CAL,Nicole Kosta,F,11.04,0,0.219,0,0,0,6,2,1,0,1,1,0,11,5,0,0,0,1,5,2,0.21,0.437,0.375,0.333,1,7,6,2,2,24,12,0,0,0,1,0,3,0,0.315,0.198,0.614
L,2,3,29/5/2021,48270,TOR,CAL,Shannon Stewart,F,5.58,0,0.427,0,0,0,3,3,3,0,0,0,2,5,3,0,0,0,3,2,0,0.1,0.531,0.291,0,0,7,2,0,0,7,5,0,0,0,0,0,0,0,0.8,0.043,0.949
L,2,3,29/5/2021,48270,TOR,CAL,Kristen Richards,F,8.08,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,2,1,0.04,0.369,0.462,0,0,10,3,1,1,25,18,1,0,1,0,0,0,0,0.44,0.1,0.815
L,2,3,29/5/2021,48270,TOR,CAL,Kayla Vespa,F,9.12,0,0.102,0,0,0,1,1,1,1,0,0,0,8,5,1,1,1,2,1,0,0.12,0.495,0.289,0.333,1,6,3,2,1,18,13,2,1,1,0,0,0,0,0.637,0.203,0.758
L,2,3,29/5/2021,48270,TOR,CAL,Madison Field,F,5.02,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,1,1,0.05,0.443,0.386,0,0,4,0,0,0,10,8,0,0,0,0,0,0,1,0.367,0.021,0.946
W,4,2,30/5/2021,48531,MTL,TOR,Laura Stacey,F,20.45,0,0.017,1,1,0,2,0,0,0,0,0,0,8,5,0,0,0,0,5,3,0.4,0.33,0.436,0.5,1,23,15,9,7,45,22,2,6,0,0,0,0,0,1.196,0.805,0.598
W,4,2,30/5/2021,48531,MTL,TOR,Jill Saulnier,F,20.15,0,0.176,1,0,1,1,0,0,1,0,0,1,7,3,2,0,0,2,5,3,0.18,0.326,0.458,0.273,1,29,12,10,6,64,35,5,4,3,1,0,0,1,1.595,0.976,0.62
W,4,2,30/5/2021,48531,MTL,TOR,Marie-Philip Poulin,F,24.16,1,0.738,2,2,0,8,6,5,3,2,1,2,14,10,0,2,1,5,10,6,0.4,0.364,0.421,0.5,1,27,12,8,4,66,34,4,2,2,1,0,1,0,1.93,0.834,0.698
W,4,2,30/5/2021,48531,MTL,TOR,Kristin O'Neill,F,12.58,0,0.107,0,0,0,2,0,0,0,0,1,0,9,7,0,1,0,0,2,2,0.2,0.495,0.311,0.333,0,8,3,5,3,8,4,1,2,0,0,0,0,0,0.525,0.405,0.565
W,4,2,30/5/2021,48531,MTL,TOR,Rebecca Leslie,F,11.09,0,0.473,0,0,0,4,2,2,2,0,0,0,1,0,0,0,0,2,4,2,0.06,0.444,0.323,0.25,0,6,2,3,1,12,7,1,1,0,0,0,1,0,0.729,0.221,0.767
W,4,2,30/5/2021,48531,MTL,TOR,Emily Clark,F,26.56,0,0.138,0,0,0,6,4,0,0,0,0,0,6,1,0,0,0,0,10,6,0.21,0.326,0.448,0.214,1,33,19,12,8,65,33,4,6,1,1,0,0,0,1.495,1.135,0.568
W,4,2,30/5/2021,48531,MTL,TOR,Jessie Eldridge,F,18.48,1,0.685,1,1,0,8,6,2,3,0,0,1,11,8,3,0,0,5,7,4,0.26,0.367,0.421,0.286,1,25,11,9,5,39,21,3,3,2,1,0,0,0,1.755,0.841,0.676
W,4,2,30/5/2021,48531,MTL,TOR,Sarah Lefort,F,17.03,1,1.023,0,0,0,3,2,0,0,0,0,0,2,2,0,0,0,0,7,2,0.12,0.302,0.433,0,1,24,13,10,6,39,21,2,5,1,1,0,0,1,1.084,0.882,0.552
W,4,2,30/5/2021,48531,MTL,TOR,Alexandra Labelle,F,11.15,0,0.044,0,0,0,1,1,1,1,0,0,0,8,6,1,0,0,2,4,1,0.22,0.49,0.29,0.4,0,5,2,3,1,5,3,0,2,0,0,0,0,0,0.555,0.203,0.732
W,4,2,30/5/2021,48531,MTL,TOR,Catherine Dubois,F,3.48,1,0.216,0,0,0,2,1,1,0,0,1,0,2,2,0,0,0,1,1,1,0.14,0.468,0.38,0.333,0,5,2,1,0,11,7,0,1,0,0,0,0,0,0.247,0.104,0.705
L,2,4,30/5/2021,48531,TOR,MTL,Brianne Jenner,F,27.09,1,0.498,0,0,0,8,3,3,2,1,1,0,17,8,0,0,0,3,5,6,0.37,0.41,0.395,0.444,4,29,18,13,10,67,42,5,7,0,1,5,0,0,1.014,2.974,0.254
L,2,4,30/5/2021,48531,TOR,MTL,Sarah Nurse,F,23.58,1,0.246,1,1,0,9,7,4,4,0,0,0,15,10,0,1,1,4,9,13,0.33,0.475,0.294,0.143,1,13,7,3,2,23,12,2,2,0,1,0,1,1,0.831,1.444,0.365
L,2,4,30/5/2021,48531,TOR,MTL,Natalie Spooner,F,26.14,0,0.371,0,0,0,8,5,3,3,0,1,0,10,3,0,1,0,3,10,8,0.32,0.429,0.332,0.333,0,21,9,6,3,35,23,4,4,1,1,0,0,0,1.042,0.957,0.521
L,2,4,30/5/2021,48531,TOR,MTL,Loren Gabel,F,13.31,0,0.232,0,0,0,4,2,1,1,1,0,0,7,3,1,0,0,2,3,2,0.13,0.416,0.335,0.667,0,9,2,3,0,13,10,1,1,1,1,0,0,0,0.769,0.408,0.654
L,2,4,30/5/2021,48531,TOR,MTL,Jamie Lee Rattray,F,24.18,0,0.05,0,0,0,3,2,1,1,0,0,0,17,10,1,0,0,2,8,3,0.34,0.412,0.383,0.533,3,20,14,11,9,56,32,3,7,1,0,5,1,0,0.977,2.433,0.286
L,2,4,30/5/2021,48531,TOR,MTL,Victoria Bach,F,21.44,0,0.317,0,0,0,8,6,2,1,1,0,0,19,9,1,0,0,3,5,10,1.02,0.469,0.306,0.333,2,15,8,5,3,19,8,3,2,0,2,0,0,1,0.846,1.764,0.324
L,2,4,30/5/2021,48531,TOR,MTL,Brittany Howard,F,15.18,0,0.143,0,0,0,4,2,1,0,0,0,0,9,5,0,0,0,1,2,0,0.29,0.422,0.352,0.364,2,14,10,8,5,25,11,4,5,0,2,3,0,1,0.413,1.089,0.275
L,2,4,30/5/2021,48531,TOR,MTL,Nicole Kosta,F,12.17,0,0.076,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,2,0,0.07,0.353,0.384,0,1,13,5,4,1,22,13,1,2,2,1,0,0,0,0.6,1.338,0.309
L,2,4,30/5/2021,48531,TOR,MTL,Shannon Stewart,F,1.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.273,0.463,0,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0.225,0
L,2,4,30/5/2021,48531,TOR,MTL,Kristen Richards,F,2.1,0,0.066,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.207,0.626,0,0,2,0,0,0,16,7,0,0,0,0,0,0,0,0.077,0.064,0.546
L,2,4,30/5/2021,48531,TOR,MTL,Kayla Vespa,F,6.21,0,0.027,0,0,0,2,2,0,0,0,0,0,3,1,0,0,0,0,2,2,0.08,0.403,0.374,1,0,4,2,0,0,11,7,0,0,0,0,0,0,0,0.381,0.048,0.888
L,2,4,30/5/2021,48531,TOR,MTL,Madison Field,F,1.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.591,0.164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.021,0,1